Sl no.,AX ID,Workshop Names,Location,Country,Agent,Corporate Type
1003,AX1757584899097,SKANDA MOTORS,Hyderabad,India,Kavya,General
1004,AX1757654110546,BHARATH MOTORS,Ballari,India,Basava,BOSCH
1005,AX1759317640573,FASTTRACK AUTOCARS PVT LTD,Jaipur,India,#N/A,BOSCH
1006,AX1766034970724,ALI DENTING AND PAINTING WORKSHOP,Maulsar,India,Kavya,BOSCH
1007,AX1761543382560,CREDIBLE AUTOMOTIVES,Ballari,India,Basava,BOSCH
1008,AX1762756977525,NEW FORTUNE MOTORS,Bengaluru,India,Basava,BOSCH
1009,AX1759316904026,GANDHI MOTORS,Tornagallu,India,Basava,BOSCH
1010,AX1759316756577,AMS MOTOR WORKS,Bangalore,India,Basava,BOSCH
1011,AX1758879790371,CHAUDHARY AUTOMOBILES,Najibabad,India,Rakesh,BOSCH
1012,AX1761653109913,SLM MOTORS,BENGALURU,India,Basava,BOSCH
1013,AX1759743105178,MOTOLUX,Tumkur,India,Basava,BOSCH
1014,AX1759317769074,URBAN AUTOCARE,Bengaluru,India,Basava,BOSCH
1015,AX1779353065910,IL MOTORS,Jaipur,India,Rakesh,BOSCH
1016,AX1757749385441,JK AUTOMOBILES,Sitamarhi,India,Aniketh,General
1017,AX1760010257584,HIND CARZ,Bangalore,India,Basava,BOSCH
1018,AX1759318443115,GAURAV AUTOMOBILES,KARAIKAL,India,Unnimaya,BOSCH
1019,AX1759318069259,TRICHY CAR CARE,TIRUCHIRAPPALLI,India,Unnimaya,BOSCH
1020,AX1759317892559,HINDUSTAAN AUTOMOBILES,Udumalpet,India,Unnimaya,BOSCH
1021,AX1758092134248,ADABALA CAR CARE,W.G DISTC,India,Kavya,General
1022,AX1759318337872,SHIFT & SURGE GARAGE,Tirupur,India,Unnimaya,BOSCH
1023,AX1759318228637,ESANV MOTORS,Harur,India,Unnimaya,BOSCH
1024,AX1758112309616,AL FAISAL CAR MAINTENANCE CENTER,Khlaeej,Saudi Arabia,Afrah/Shajan,General
1025,AX1762232698216,B&S AUTO TECH,Chennai,India,Unnimaya,BOSCH
1026,AX1758178529220,VVR MOTORS,MARAIMALAINAGAR,India,Kavya,General
1027,AX1761543790264,SVR AUTOMOTIVES,Jangaon,India,Kavya,BOSCH
1028,AX1758195334374,SURENDRA AUTO GARAGE,JAMNAGAR,India,Kavya,General
1029,AX1763381769139,SBM HERITAGE,NEEMKATHANA,India,Veeresh,BOSCH
1030,AX1759318676627,HERITEJ CAAR TEC,Jaipur,India,Rakesh,BOSCH
1031,AX1764400009496,CAR CARE,Dehradun,India,Kavya,BOSCH
1032,AX1761546309388,FORTUNE MOTORS,Satara,India,Rakesh,BOSCH
1033,AX1763462631371,ORANGE MOTORS,Davanagere,India,Basava,BOSCH
1034,AX1759316512372,REHA AUTO TECH,SAS Nagar,India,Aniketh,BOSCH
1035,AX1758261407940,VENUS CAR SPA AND SERVICE,Bijnor,India,Kavya,General
1036,AX1763960294502,AUTO CARE,VADODARA,India,Veeresh,BOSCH
1037,AX1766035456856,M/S.UNITY AUTOMOBILES,Hosur,India,Unnimaya,BOSCH
1038,AX1763551955045,STAR MOTOR GARAGE,Fatehpur Sikar,India,Kavya,BOSCH
1039,AX1764653809670,ARYA CAR SERVICE,Gonda,India,Kavya,BOSCH
1040,AX1758264221965,BANGLORE AUTO GARAGE,KOLAR,India,Basava,BOSCH
1041,AX1761545333710,THE MOTOR WORKS,Pune,India,Sashikala,BOSCH
1042,AX1764826686421,TRIVENI AUTOMOBILES,GWALIOR,India,Kavya,BOSCH
1043,AX1772032378339,AUTO LOUNGE,Mathura,India,Rakesh,BOSCH
1044,AX1766380579945,ON ROAD SERVICE MOTOR WORKSHOP,Thiruvananthapuram,India,Kavya,BOSCH
1045,AX1763382190292,SHREE BALAJI MOTORS,GHAZIABAD,India,Rakesh,BOSCH
1046,AX1766381679834,SRI VELAVAN MOTORS,Tirupur,India,Rakesh,BOSCH
1047,AX1759317392906,DYNAMIC VISION AUTO,Jammu,India,Veeresh,BOSCH
1048,AX1763553206258,HP CARS,Banglore,India,Basava,BOSCH
1049,AX1762756663379,PRINCE MOTORS,Ahmedabad,India,Rakesh,BOSCH
1050,AX1763035576194,GD AUTOMOBILES,SRI GANGANAGAR,India,Kavya,BOSCH
1051,AX1761544605469,ALFA SOLUTIONS,Kharagpur,India,Kavya,BOSCH
1052,AX1758281233019,TOTAL CAR SCANNERS,KUTCH,India,Rakesh,General
1053,AX1759317235695,SHRI KRISHNA AUTOMOBILES,"ETAWAH,",India,Kavya,BOSCH
1054,AX1762421960806,RUPON AUTOMOBILES,SILIGURI,India,Veeresh,BOSCH
1055,AX1763553109991,DR AUTOMOBILES,KAYAMKULAM,India,Rakesh,BOSCH
1056,AX1759317059403,SRI MARUTHI AUTOMOBILES AND GARAGE,BANGALORE,India,Basava,BOSCH
1057,AX1758612450954,AXLE AESTHETICS,Hyderabad,India,Kavya,General
1058,AX1761546487071,MOTO XPERTS,Bangalore,India,,General
1059,AX1759743560935,CHIGADANI MOTORS,VIJAYAPUR,India,Basava,BOSCH
1060,AX1758618376861,VISHWA AUTOMOTIVE SERVICES AND SPARES,Hassan,India,Basava,BOSCH
1061,AX1758879441612,INFINITY MOTORS,RAJKOT,India,Rakesh,BOSCH
1062,AX1759314130949,AMN MOTORS,Cumbum,India,Rakesh,BOSCH
1063,AX1763361252427,SHRI MARUTI SERVICE MASTER,Hanumangarh,India,Kavya,BOSCH
1064,AX1775109692734,SHREENATH AUTO ZONE,Bhuj,India,Kavya,BOSCH
1065,AX1761716030110,JAIN SERVICES,Bilari,India,Kavya,BOSCH
1066,AX1763360769740,NEW WHEEL CARE,Dharapuram,India,Rakesh,BOSCH
1067,AX1764653534824,MAA SUDHA AUTOMOTIVES,Biharsharif,India,Rakesh,BOSCH
1068,AX1763036739741,M K GRAND AUTOMOBILES,SIVAKASI,India,Unnimaya,BOSCH
1069,AX1762422153763,PMG MOTORS,Bhubaneswar,India,Rakesh,BOSCH
1070,AX1763036121857,AUTOSERV INDIA,Tiruchirappalli,India,Unnimaya,BOSCH
1071,AX1760596773884,UMA CAR CARE,RAJKOT,India,Veeresh,BOSCH
1072,AX1761544123159,AARDHI AUTOMOTIVES,Zaheerabad,India,Rakesh,BOSCH
1073,AX1773206748947,DURGA AUTOMOBILES,Tirunelveli,India,Kavya,BOSCH
1074,AX1758971547964,FAUJI AUTO CARE,Bareilly,India,Veeresh,BOSCH
1075,AX1759315914419,MAHADEV AUTO PARTS AND CAR GARAGE,Rapar,India,Kavya,BOSCH
1076,AX1760597508439,JYOTI MOTORS,SASARAM,India,Kavya,BOSCH
1077,AX1761547102826,MAA AMBEY 4 WHEELS SOLUTION,Muzaffarpur,India,Aniketh,BOSCH
1078,AX1760680135344,M/S MALEQUE ENTERPRISE,MALDA,India,Kavya,BOSCH
1079,AX1758866665651,VASS AUTO,Egypt,Egypt,Afrah/Shajan,General
1080,AX1759215605863,MAA AUTOMOBILE,VARANASI,India,Veeresh,General
1081,AX1766381048499,BRS AUTOS,Kochi,India,Kavya,BOSCH
1082,AX1758880415012,BRS AUTOS,KOCHI,India,Kavya,General
1083,AX1758882310556,BRS AUTOS,ATHANI,India,Rakesh,General
1084,AX1762432872304,RK MOTORS,Hospet,India,Basava,BOSCH
1085,AX1765965076858,UNITY AUTOMOBILES II,Hosur,India,Unnimaya,BOSCH
1086,AX1764827328902,EXPERT AUTO SERVICE,Bijnor,India,Kavya,BOSCH
1087,AX1759316136425,ATTRI AUTOMOBILES,Jagadhri,India,Rakesh,BOSCH
1088,AX1759212526218,CHIGADANI MOTORS,BIJAPUR,India,Basava,General
1089,AX1764226129444,BEST CHOICE AUTOMOTIVES,Warangal,India,Kavya,BOSCH
1090,AX1762232476813,VIKAS AUTOMOBILES,Visakhapatnam,India,Rakesh,BOSCH
1091,AX1765535707070,GMG INDUSTRIES,Ghaziabad,India,Kavya,BOSCH
1092,AX1760596063463,THE MOTOR WORKS,Pune,India,Sashikala,BOSCH
1093,AX1760596379557,ALPHA WHEELS,Pune,India,Rakesh,BOSCH
1094,AX1761545106970,THE MOTOR WORKS,Pune,India,Kavya,BOSCH
1095,AX1760597659907,THE MOTOR WORKS WAKAD,Pune,India,Kavya,BOSCH
1096,AX1763462216354,BULL MOTOR WORKS,Tirupur,India,Unnimaya,BOSCH
1097,AX1770295012563,YUVRAJ MOTO CORP,Kichha,India,Rakesh,BOSCH
1098,AX1772522964255,AKGEC SKILLS FOUNDATION,Ghaziabad,India,Rakesh,BOSCH
1099,AX1761992426519,NEXTGEN CARS LLP,Thane,India,Aniketh,BOSCH
1100,AX1759740672777,SRI DHANYA AUTOMOBILES PRIVATE LIMITED,Nellore,India,Kavya,General
1101,AX1759741174844,GANDHARVA MOTORS,HASSAN,India,Basava,General
1102,AX1759746661171,MOMAI MOTORS,Morbi,India,Kavya,General
1103,AX1759747297723,MALLIKARJUNA MOTORS,SINDHANUR,India,Basava,General
1104,AX1767789558612,GT TUNERZ,Noida,India,Veeresh,General
1105,AX1759901676181,BRIGHT AUTOMOTIVE,Bengaluru,India,Basava,General
1106,AX1761547532274,CAR HUB,Patna,India,Kavya,BOSCH
1107,AX1759903891785,BRISTI AUTOMOBILES,JALPAIGURI,India,Kavya,BOSCH
1108,AX1766380425518,GLOBEL CARS,MADURAI,India,Kavya,BOSCH
1109,AX1762422965209,AUTO SCAN,AHMEDABAD,India,Rakesh,BOSCH
1110,AX1762669080078,JR MOTOR CO,Vapi,India,Kavya,BOSCH
1111,AX1761547387422,HITECH CARS,BELAGAVI,India,Basava,BOSCH
1112,AX1763035732416,LEELY CARS,Bardoli,India,Kavya,BOSCH
1113,AX1761546957254,SAI MOTORS,Aurangabad,India,Rakesh,BOSCH
1114,AX1763961597129,GALAXY AUTOCARE PVT LTD,Nashik,India,Aniketh,BOSCH
1115,AX1762860616104,P3 MOTORS,Vadodara,India,Rakesh,BOSCH
1116,AX1760092597486,TOTAL CAR SOLUTION,Gurgaon,India,Kavya,General
1117,AX1761543613942,SHREE NATH AUTOMOBILE,JHUNJHUNU,India,Aniketh,BOSCH
1118,AX1760338312688,CAR ZONE,Vadodara,India,Veeresh,General
1119,AX1765448290280,ANZA AUTOMOBILES PVT LTD,RAMPUR,India,Kavya,BOSCH
1120,AX1763035246576,DREAM AUTOMOBILES,Balrampur,India,Kavya,BOSCH
1121,AX1769667716915,DHILLON CAR CARE,Rudrapur,India,Rakesh,BOSCH
1122,AX1763381963664,NEELKANTH MOTORS,Tauru,India,Kavya,BOSCH
1123,AX1768365202755,NEELKANTH AUTOMOBILE,Churu,India,Aniketh,BOSCH
1124,AX1762860127361,HINDUSTAN MOTORS,Dalpatpur,India,Kavya,BOSCH
1125,AX1768365049823,FAIR DEAL AUTOMOBILES,Palwal,India,Rakesh,BOSCH
1126,AX1763035085736,AURO AUTOMOBILES,ALIGARH,India,Veeresh,BOSCH
1127,AX1764653353362,CLASSIC,NOIDA,India,Veeresh,BOSCH
1128,AX1761547255438,HILUX AUTOMOTIVE,Bangalore,India,Basava,BOSCH
1129,AX1778208302676,PAARTH MOTORS PVT LTD,GULBARGA,India,Basava,BOSCH
1130,AX1763034881462,NEW PALAK AUTOMOBILE,Gurgaon,India,Sashikala,BOSCH
1131,AX1760521531418,ED MOTORS,TIRUPUR,India,Unnimaya,BOSCH
1132,AX1760522543255,RLS FORCE MOTORS,Suryapet,India,Rakesh,General
1133,AX1760524889727,BHARAT AUTO WORLD,Nashik,India,Aniketh,BOSCH
1134,AX1761029472308,WHITE RABBIT AUTO ELECTRICAL REPAIRS L.L.C,Abu Dhabi,United Arab Emirates,Sigod,General
1135,AX1761632598252,KAVYA CARS,Indore,India,Veeresh,General
1136,AX1763461425635,BIHARI JI MOTORS,Budaun,India,Veeresh,BOSCH
1137,AX1761304135881,BADSHAH BAJAJ,Ichalkaranji,India,Aniketh,General
1138,AX1769689522697,GERMAN MOTORS,HALDWANI,India,Kavya,BOSCH
1139,AX1762346672318,SAI KRUPA AUTO WORKS,Pune,India,Kavya,BOSCH
1140,AX1761565696109,DECCAN TORQUE,Chennai,India,Unnimaya,General
1141,AX1761566212083,AUTO SCOPE BIKES,Pune,India,Aniketh,General
1143,AX1761716936251,EUROPA AUTOZCARE,"BHUBANESWAR,",India,Veeresh,General
1144,AX1761720707694,SOOD MOTORS,Kurukshetra,India,Kavya,General
1145,AX1761721481193,HARI AUTOMOBILE BOSCH,Ghaziabad,India,Kavya,General
1146,AX1763381563536,MAKS CAR TECHNIQUE,Hyderabad,India,Rakesh,BOSCH
1147,AX1763036292539,DELHI MOTORS,New Delhi,India,Kavya,BOSCH
1148,AX1764472846805,LEGACY AUTOMOTIVES,Pune,India,Kavya,BOSCH
1149,AX1762161387791,SASTI CAR CARE,Madurai,India,Unnimaya,General
1150,AX1762233194432,SRI KRISHNA AUTOMOBILES,Serampore,India,Kavya,General
1151,AX1762248913363,ELITE MOTORS محركات النخبة,Admin@elitemotors.com,Oman,Sigod,General
1152,AX1762257258852,AZ AUTOZONE GARAGE,Dubai,United Arab Emirates,Sigod,General
1153,AX1764826993062,YUVRAJ MOTORS,Pune,India,Rakesh,BOSCH
1154,AX1762339229240,XENEX DRIVE,Madhapur,India,Rakesh,General
1155,AX1765541300525,YASHASWI AUTO NEW GENERATION,Sirsi,India,Basava,BOSCH
1156,AX1771388979965,SITAPUR SERVICE STATION,SITAPUR,India,Kavya,BOSCH
1157,AX1765975265863,ARTHHIKA AUTO PVT LTD,Pune,India,Kavya,BOSCH
1158,AX1765975705803,AUTOMOTIVE SOLUTIONS,Pune,India,Rakesh,BOSCH
1159,AX1763638705015,ROTECH MOTORS,BENGALURU,India,Basava,BOSCH
1160,AX1763552902203,ARIHANT AUTO SOLUTIONS,Pune,India,Rakesh,BOSCH
1161,AX1763035415449,DOCTOR CAR SPARE PART,Kopergon,India,Rakesh,BOSCH
1162,AX1765976475270,ALESHWAR CAR GARAGE,Pune,India,Rakesh,BOSCH
1163,AX1763036580931,DRIFT & DRIVE,Devanahalli,India,Basava,BOSCH
1164,AX1763362224815,RIDERS CHOICE,Pune,India,Rakesh,BOSCH
1165,AX1763361726717,SRI LAKSHMI MOTORS,Bangalore,India,Basava,BOSCH
1166,AX1763462446856,POORNIMA MOTORS,Bangalore,India,Basava,BOSCH
1167,AX1762510685673,V R CAR CRAFT,Hassan,India,Basava,General
1168,AX1762777330006,OMNIA PARATUS GARAGE L.L.C,Dubai,United Arab Emirates,Sigod,General
1169,AX1762855477677,MANI AGENCIES,Medchal Malkajgiri,India,Kavya,General
1170,AX1764752387799,SUBHASH AUTOMOBILES,Chhapra,India,Aniketh,BOSCH
1171,AX1764400919989,SUNRISE MOTORS,Hyderabad,India,Kavya,BOSCH
1172,AX1764400234580,SAM WHEELS PVT LTD,Patna,India,Rakesh,BOSCH
1173,AX1763702481955,SHASWAT AUTOMOTIVE,SURAT,India,Rakesh,BOSCH
1174,AX1763961747300,JODHANA AUTO AGENCIES,PHALODI,India,Aniketh,BOSCH
1175,AX1764334813739,SS AUTOSPACE MULTIBRAND,Karimnagar,India,Kavya,BOSCH
1176,AX1764225250769,EXPERT AUTO CARE,Baraut,India,Kavya,BOSCH
1177,AX1764225951622,MADHUBANI AUTOMOBILES,Madhubani,India,Rakesh,BOSCH
1178,AX1763552227707,DAKTO MOTORS,BASAR,India,Sashikala,BOSCH
1179,AX1764225516546,SAMTWI PARTS & SERVICING CENTRE,Churachandpur,India,Rakesh,BOSCH
1180,AX1763702221950,GANDHI MOTORS,Manasa,India,Veeresh,BOSCH
1181,AX1769134310292,REDSTAR AUTOMOTIVE PVT LTD,Bharuch,India,Rakesh,BOSCH
1182,AX1766381190751,CAR CARE CARNIVAL,Baikunthpur,India,veeresh,BOSCH
1183,AX1763641074380,JODHANA AUTO AGENCIES (A UNIT OF SHREE HARI ENTERPRISES),Jodhpur,India,Rakesh,BOSCH
1184,AX1763103163170,POWER ONESTOP AUTO GARAGE,Lusaka,Zambia,Basava,General
1185,AX1770892317242,VASANT MOTOCORP LLP,Hyderabad,India,Rakesh,General
1186,AX1770892286530,VASANT MOTOCORP LLP,Hyderabad,India,Rakesh,General
1187,AX1763363086763,V-KRAFT AUTO WORKS,Hyderabad - 6300554427,India,Rakesh,General
1188,AX1766480089147,SRI ANJANEYA MOTORS,PALNADU,India,Rakesh,General
1189,AX1765447923787,HINDUSTAN MOTORS,Karmala,India,Kavya,BOSCH
1190,AX1763703140476,FLYING EAGLE AUTO GARAGE,Mwanza,Tanzania,Sigod,General
1191,AX1766380759193,DENGALE AUTOMOBILES,Baramati,India,Rakesh,BOSCH
1192,AX1764399741295,SIDDHI MOTORS,SANGOLA,India,Kavya,BOSCH
1193,AX1763707759570,AMIT AUTOMOTIVE,Pune,India,Kavya,General
1194,AX1765535494438,SHRISHRIMAL MOTORS,PUNE,India,Rakesh,BOSCH
1195,AX1763720666978,MITHRA AUTO HUB,Bengaluru,India,Basava,General
1196,AX1763726070528,SHIV MOTORS,Barmer,India,Aniketh,General
1197,AX1763983635089,V-KRAFT AUTO WORKS,Hyderabad,India,Rakesh,General
1198,AX1763984221933,CEDENTE AUTO PARK,KAYAMKULAM,India,Unnimaya,BOSCH
1199,AX1763985447099,NAVJIVAN MOTORS,SURAT,India,Veeresh,BOSCH
1200,AX1769689236896,STEERWELL AUTO CARE,Ahmedabad,India,Rakesh,BOSCH
1201,AX1764473347466,RIYA MOTORS,Solapur,India,Rakesh,BOSCH
1202,AX1764225060033,AUTO PRO NX,Pune,India,Rakesh,BOSCH
1203,AX1764334924301,AUTO SOLUTIONS,PUNE,India,Rakesh,BOSCH
1204,AX1763988933185,GS BIKERS CLUB,Nandyal,India,Rakesh,General
1205,AX1764473081543,HINDUSTAN MOTORS,Mainpuri,India,Veeresh,BOSCH
1206,AX1772686302867,PADAMNABHAM AUTOMOBILES PVT LTD,Greater Noida,India,Kavya,BOSCH
1207,AX1765357409284,MULTICAR SANJIVANI,Pune,India,Kavya,BOSCH
1208,AX1766056747028,YASH CAR SERVICE,Belwandi,India,Rakesh,BOSCH
1209,AX1764225783823,SHREEJI AUTOMOBILE,Ahmedabad,India,Veeresh,BOSCH
1210,AX1768288182687,ELITE VEHICLE TRANSFORMATION,Bilaspur,India,Kavya,BOSCH
1211,AX1764136569599,SRINIVASA ROAD TRANSPORT PRIVATE LIMITED (SRINIVASA GARAGE),Chennai,India,Unnimaya,General
1212,AX1764826292169,HR20 CAR CUSTOMS,Hisar,India,Kavya,BOSCH
1213,AX1764826478163,ISHAN AUTOMOTIVE SERVICES,Meerut,India,Rakesh,BOSCH
1214,AX1764149090089,M TECH AUTOMOTIVE,Pune,India,Kavya,General
1215,AX1766034307299,RATNAPRABHA MOTORS,AHILYANAGAR,India,Rakesh,BOSCH
1216,AX1764564859486,SERVICE CITY,Kozhikode,India,Unnimaya,General
1217,AX1764743258440,PATEL CARS PRIVATE LIMITED,GURGAON,India,Kavya,General
1218,AX1765362192957,PATEL AUTOMOBILES SERVICE STATION,Lucknow,India,Kavya,BOSCH
1219,AX1765371480412,RR JAMBOTI MOTORS,GOKAK,India,Basava,BOSCH
1220,AX1765447513162,S V P MOTORS,KOLAR,India,Basava,BOSCH
1221,AX1765362026404,MOBILITY SOLUTIONS,Bengaluru,India,Basava,BOSCH
1222,AX1765541117477,SHEO NARAIN & SONS,Lucknow,India,Kavya,BOSCH
1223,AX1765003961737,SR MOTORS,Hyderabad,India,Kavya,General
1224,AX1765361662872,SAI MOTO WORLD,Bangalore,India,Basava,BOSCH
1225,AX1765362513896,FOUJI AUTO REPAIR & SERVICE CENTRE,AURAIYA,India,Kavya,BOSCH
1226,AX1765188763795,BSS MOTORS,Bulandshahr,India,Kavya,General
1227,AX1765887293903,KAYSONS VENTURES PVT LTD,SILIGURI,India,Kavya,BOSCH
1228,AX1765802600111,MOTO TOWN AUTOHUB PVT LTD,WANDOOR,India,Unnimaya,BOSCH
1229,AX1767779538811,SHEELA MOTER PRIVATE LIMITED,Muzaffarpur,India,Kavya,BOSCH
1230,AX1765194329769,BHATIA MOTORS,Karnal,India,Rakesh,General
1231,AX1765195295680,A1 MANI NEXT GEN CAARS,Krishnagiri,India,Rakesh,General
1232,AX1766056180421,KANISHKA CAR CARE,Bangalore,India,Basava,BOSCH
1233,AX1766408909288,AUTOBRAND,Sangamner,India,Rakesh,BOSCH
1234,AX1765270523484,CAR EXPERT SERVICE CENTRE,Murdeswar,India,Basava,BOSCH
1235,AX1765963110104,UNIQUE MULTICAR SERVICE,Ahmednagar,India,Rakesh,BOSCH
1236,AX1765368295239,VARSHA BOSCH CAR SERVICE,Salem,India,Rakesh,General
1237,AX1774239293044,OZONE CARE,THENI,India,Kavya,BOSCH
1238,AX1766379337019,PRADHAN AUTOMOBILES,Jaipur,India,Kavya,BOSCH
1239,AX1766034575668,RAJ MOTORS (A UNIT OF M.M.INTERNATIONAL),Udaipur,India,Kavya,BOSCH
1240,AX1765444424905,NORTHEAST MOTORS,Assam,India,Kavya,General
1241,AX1765452896236,SIDHI VINAYAKA ELECTRICAL AND MECHANIC WORKS,Rajamahendravaram,India,Kavya,General
1242,AX1766035181906,RISING AUTO,Alwar,India,Kavya,BOSCH
1243,AX1765524449145,RAJKOT AUTO,Rajkot,India,Rakesh,General
1244,AX1765887854782,A2 EQUIPMENT,GANDHINAGAR,India,Kavya,BOSCH
1245,AX1766465933753,CAPITAL DIESELS,Bhopal,India,Kavya,BOSCH
1246,AX1765964671172,TRIVENI SERVICES,Chomu,India,Kavya,BOSCH
1247,AX1765887679900,DRIVE SURE AUTOCARE,Idar,India,Rakesh,BOSCH
1248,AX1765887504775,BOMBAY DIESELS,Surat,India,Kavya,BOSCH
1249,AX1765888061141,JINIOUS CAR SERVICE,Nagaur,India,Kavya,BOSCH
1250,AX1765792163574,M.A.K AUTOMOTIVE WORKSHOP,Ranchi,India,Kavya,General
1251,AX1765877457405,GURU AUTOLINES,Pune,India,Kavya,General
1252,AX1767702669863,AUTO PASSION,Pimpri-Chinchwad,India,Kavya,BOSCH
1253,AX1766469162281,OM SHAKTI MOTORS,BETUL,India,Rakesh,BOSCH
1254,AX1770125336016,AUTOVISION SOLUTIONS,FARIDABAD,India,Kavya,BOSCH
1255,AX1765886231078,R.K.AUTOMOBILES,Agra,India,Rakesh,General
1256,AX1766559072446,UNIVERSAL AUTO WORKS,Agra,India,Kavya,BOSCH
1257,AX1765955589124,NEW BRAND MOTORS,Hyderabad,India,Rakesh,General
1258,AX1766466580972,PARTH AUTO CARE,VADODARA,India,Rakesh,BOSCH
1259,AX1772522835240,SANGAM AUTO MALL,MEHSANA,India,Rakesh,BOSCH
1260,AX1766553541053,UNIQUE AUTO WORLD,MEHSANA,India,Kavya,BOSCH
1261,AX1766381956583,SANKARI NAGARAJAN AUTO DIESEL WORKS,SANKARI,India,Unnimaya,General
1262,AX1766552735406,UNIVERSAL AUTO WORKS,Navi Mumbai,India,Rakesh,BOSCH
1263,AX1766039747991,ROAD-X AUTO MOTIVES,AGRA,India,Rakesh,General
1264,AX1766733201021,PRAGATHI MOTORS,Bangalore,India,Basava,BOSCH
1265,AX1766554311409,AASAI MOTORS,Faridabad,India,Rakesh,BOSCH
1266,AX1766992300248,MASTER MECHANICS,GANDERBAL,India,Kavya,BOSCH
1267,AX1766480363784,MANNU MOTORS,Ajmer,India,Kavya,BOSCH
1268,AX1766387840350,SR MOTOR,Moradabad,India,Kavya,BOSCH
1269,AX1766992464098,SARAN MOTOR,Bikaner,India,Kavya,BOSCH
1270,AX1766397538282,DYNO GARAGE,Bangalore,India,Basava,BOSCH
1271,AX1766553168302,SILICON CARS,Bengaluru,India,Basava,BOSCH
1272,AX1766554469925,FASTFIX CAR CARE,Beawar,India,Rakesh,BOSCH
1273,AX1766402663311,AL-SHATHA HI-TECH AUTOMOBILES,Kannur,India,Unnimaya,BOSCH
1274,AX1766403687011,ULTIMATE CARS,Bangalore,India,Basava,BOSCH
1275,AX1766646474314,CAR SURGEON,Jaipur,India,Rakesh,BOSCH
1276,AX1766555093406,NEW CRISTAL MOTORS,THODUPUZHA,India,Rakesh,BOSCH
1277,AX1771475306566,GD MOTORS,BHOPAL,India,Kavya,BOSCH
1278,AX1774528166616,ABS MOTORS,Jaipur,India,Rakesh,BOSCH
1279,AX1772032596960,ORIENTAL AUTOMOBILES,New Delhi,India,Rakesh,BOSCH
1280,AX1767617206427,SPRINTERS PERFORMANCE,Delhi,India,Kavya,BOSCH
1281,AX1769077607610,KB MOTORS,BEGUSARAI,India,Rakesh,BOSCH
1282,AX1766407694214,AUTO CLINIC,Bangalore,India,Basava,BOSCH
1283,AX1766554770725,VELOZ MOTORS,Ernakulam,India,Rakesh,BOSCH
1284,AX1770963013828,ECO CAR SHINE,Kanpur,India,Rakesh,BOSCH
1285,AX1768971441182,QUTAB AUTO,GURUGRAM HR,India,Rakesh,BOSCH
1286,AX1769579148639,HIGHWAY AUTOMOBILES,WEST DELHI,India,Kavya,BOSCH
1287,AX1770899285173,FACTION AUTOMOBILES PVT LTD,DELHI,India,Rakesh,BOSCH
1288,AX1766470782583,B H MOTORS,Delhi,India,Rakesh,General
1289,AX1766472039869,ELITE MOTORS,Guwahati,India,Kavya,General
1290,AX1767703791588,JBD AUTOMOTIVE,Mohali,India,Rakesh,BOSCH
1291,AX1768365446536,PERFECT AUTOMOBILES,Delhi,India,Rakesh,BOSCH
1292,AX1769134471313,N.R.P.MOTORS,DELHI,India,Kavya,BOSCH
1293,AX1772772371831,EXCLUSIVE CAR CARE,Gurgaon,India,Rakesh,BOSCH
1294,AX1766556060555,SRI ANNAPOORNESWARAI CARS,Nelamangala,India,Basava,General
1295,AX1766999764613,WORKSHOP,0,Cambodia,,General
1296,AX1767094016574,ANSH WHEELS,Khamgaon,India,Rakesh,General
1297,AX1767160633522,BALAJI CAR CARE,"LAKKUR HOBLI, MALUR",India,Basava,General
1298,AX1776143128723,RUDRA RIDE REVIVE,Hyderabad,India,Rakesh,General
1299,AX1767691546352,CARFIX AUTO GARAGE PRIVATE LIMITED,Gorakhpur,India,Aniketh,General
1300,AX1767692260078,TOLIMOTORS,Anantapur,India,Aniketh,General
1301,AX1767951021207,AUTO PROCURE,Gurgaon,India,Veeresh,General
1302,AX1768209963153,SCUDERIA,Rai,Kuwait,Afrah/Shajan,General
1303,AX1768218790171,SRI KARZZ AUTOMOTIVE,KRISHNAGIRI,India,Unnimaya,General
1304,AX1768220502796,ELUXX CAR CARE,Kohodha,India,Veeresh,General
1305,AX1768290032384,BHAL MOTORS,Jamnagar,India,Aniketh,General
1306,AX1768996063880,CHOUDHARY AUTO FUSION,Narwana,India,Rakesh,BOSCH
1307,AX1769747569369,MAHI ENTERPRISES,Etah,India,Kavya,BOSCH
1308,AX1768997343817,BREEZEWAYS AUTOMOTIVES,Delhi,India,Kavya,General
1309,AX1768997724631,STAR AUTO CARES,PALAKKAD,India,Rakesh,BOSCH
1310,AX1768998440495,TEAM 4 PONKUNNAM,PONKUNNAM,India,Rakesh,BOSCH
1311,AX1768998992769,PAVAN AUTO ZONE,SHAHJAHANPUR,India,Rakesh,BOSCH
1312,AX1768999455572,ASTON AUTOS PVT LTD,Thiruvananthapuram,India,Unnimaya,BOSCH
1313,AX1769577962685,KUSHWAHA AUTOMOBILE,PATNA,India,Rakesh,BOSCH
1314,AX1769060628817,TEAM 4 MUNDAKAYAM,MUNDAKAYAM,India,Kavya,BOSCH
1315,AX1770292310288,RELIABLE MECHANICS,Meerut,India,Kavya,BOSCH
1316,AX1770008520014,MORESHWAR CAR CARE,Lonere,India,Rakesh,BOSCH
1317,AX1769667875978,NANDI MOTORS,Mangaluru,India,Basava,BOSCH
